Student_ID,Major_Category,Pre_GPA,Weekly_GenAI_Hours,Traditional_Study_Hours,Post_GPA,Skill_Retention_Score,Anxiety_Level_During_Exams,Burnout_Risk_Level,GPA_Improvement,Study_AI_Ratio
116658,STEM,3.17,6,16.37,3.40,100.0,4.0,Medium,0.23,2.73
116822,Business,2.53,12,11.96,2.76,68.35,3.0,Medium,0.23,1.0
116830,Business,2.52,11,12.58,2.75,85.32,10.0,Medium,0.23,1.14
116839,STEM,3.77,12,1.0,4.00,53.22,9.0,Low,0.23,0.08
116859,Arts,3.16,8,5.73,3.39,80.83,6.0,Low,0.23,0.72
116924,Business,2.81,19,9.85,3.04,59.21,4.0,Medium,0.23,0.52
116955,Medical,3.06,7,14.63,3.29,77.88,6.0,High,0.23,2.09
117017,Humanities,3.31,12,12.5,3.54,95.62,4.0,Medium,0.23,1.04
117174,STEM,3.05,8,5.92,3.28,83.04,2.0,Medium,0.23,0.74
117268,Business,3.15,12,5.4,3.38,83.19,3.0,High,0.23,0.45
117456,Business,3.61,9,7.53,3.84,86.86,5.0,High,0.23,0.84
117503,Medical,3.38,6,13.07,3.61,100.0,3.0,Low,0.23,2.18
117557,Humanities,2.23,6,9.08,2.46,72.87,2.0,Low,0.23,1.51
117607,STEM,3.77,40,7.19,4.00,52.74,4.0,High,0.23,0.18
117613,Arts,3.66,21,8.03,3.89,93.28,5.0,High,0.23,0.38
117629,Business,3.74,40,4.73,3.97,71.81,9.0,Medium,0.23,0.12
118029,Arts,3.50,15,6.43,3.73,100.0,8.0,High,0.23,0.43
118063,Arts,3.73,22,1.95,3.96,97.63,4.0,High,0.23,0.09
118171,Business,2.18,8,8.23,2.41,91.18,1.0,Medium,0.23,1.03
118201,Medical,3.59,8,10.5,3.82,86.52,5.0,Medium,0.23,1.31
118407,Medical,2.80,11,13.91,3.03,83.14,10.0,Low,0.23,1.26
118423,Business,3.72,19,1.0,3.95,40.8,3.0,Medium,0.23,0.05
118441,Humanities,2.76,6,3.8,2.99,69.47,4.0,Low,0.23,0.63
118493,Business,3.63,14,12.28,3.86,59.49,8.0,Medium,0.23,0.88
118515,Arts,3.61,9,11.4,3.84,56.22,6.0,Medium,0.23,1.27
118523,Humanities,2.84,12,18.76,3.07,61.4,8.0,Medium,0.23,1.56
118538,Medical,3.53,12,11.2,3.76,73.4,1.0,Medium,0.23,0.93
118562,Business,2.51,14,13.38,2.74,78.68,3.0,High,0.23,0.96
118679,Business,3.10,8,14.01,3.33,94.39,2.0,Low,0.23,1.75
118794,Medical,3.10,8,9.72,3.33,67.4,4.0,Medium,0.23,1.22
118851,Medical,3.53,6,15.55,3.76,90.74,2.0,Medium,0.23,2.59
118916,Humanities,3.56,8,3.34,3.79,67.17,3.0,Medium,0.23,0.42
119027,STEM,3.24,31,5.81,3.47,27.22,3.0,High,0.23,0.19
119142,Business,3.65,6,9.56,3.88,74.1,6.0,High,0.23,1.59
119144,Business,2.36,7,14.74,2.59,65.14,9.0,Medium,0.23,2.11
119189,STEM,3.56,39,5.97,3.79,62.44,3.0,High,0.23,0.15
119266,Medical,3.77,19,13.64,4.00,83.58,6.0,Medium,0.23,0.72
119357,Business,3.18,8,9.99,3.41,86.33,1.0,Medium,0.23,1.25
119398,Arts,2.24,8,11.66,2.47,89.16,6.0,Medium,0.23,1.46
119434,Humanities,3.77,9,12.12,4.00,80.88,4.0,Medium,0.23,1.35
119663,STEM,3.47,11,9.58,3.70,68.09,5.0,Medium,0.23,0.87
119694,Humanities,3.34,24,18.38,3.57,50.64,5.0,High,0.23,0.77
119714,STEM,3.63,6,10.42,3.86,90.42,3.0,Medium,0.23,1.74
119744,Humanities,3.09,7,10.84,3.32,76.8,4.0,Medium,0.23,1.55
119776,Business,3.00,8,12.53,3.23,77.55,3.0,High,0.23,1.57
119836,STEM,3.52,12,11.28,3.75,93.33,2.0,Medium,0.23,0.94
119863,STEM,3.52,8,17.49,3.75,86.59,6.0,Medium,0.23,2.19
119886,Business,2.81,6,14.33,3.04,82.57,4.0,Low,0.23,2.39
119977,STEM,3.21,15,9.19,3.44,72.58,5.0,High,0.23,0.61
120145,Business,3.14,6,17.54,3.37,66.62,4.0,Low,0.23,2.92
120150,Medical,3.57,7,9.94,3.80,72.92,4.0,Medium,0.23,1.42
120154,Business,3.77,28,13.09,4.00,75.04,2.0,High,0.23,0.47
120190,STEM,3.58,39,3.44,3.81,79.92,7.0,High,0.23,0.09
120191,STEM,3.77,34,9.23,4.00,86.69,7.0,High,0.23,0.27
120223,Business,2.90,6,17.62,3.13,67.06,4.0,Low,0.23,2.94
120575,Medical,3.60,9,2.22,3.83,78.75,2.0,Low,0.23,0.25
120597,Humanities,3.36,19,14.47,3.59,59.33,4.0,Medium,0.23,0.76
120604,Business,3.59,10,15.33,3.82,87.3,7.0,Medium,0.23,1.53
120702,Humanities,2.69,16,10.01,2.92,86.12,6.0,High,0.23,0.63
120975,STEM,3.23,8,13.69,3.46,64.11,5.0,Medium,0.23,1.71
121033,STEM,2.82,25,4.66,3.05,59.63,8.0,High,0.23,0.19
121134,Business,3.63,8,5.72,3.86,73.63,5.0,Medium,0.23,0.72
121173,STEM,3.77,13,15.71,4.00,100.0,2.0,Low,0.23,1.21
121196,STEM,3.77,14,12.94,4.00,100.0,3.0,High,0.23,0.92
121309,Medical,3.57,8,7.39,3.80,92.36,9.0,Medium,0.23,0.92
121565,STEM,3.74,24,6.41,3.97,99.39,3.0,Medium,0.23,0.27
121594,Business,3.18,13,4.92,3.41,77.85,1.0,High,0.23,0.38
121714,STEM,2.41,23,9.67,2.64,68.24,6.0,High,0.23,0.42
121775,STEM,3.13,20,11.3,3.36,92.28,3.0,High,0.23,0.57
121858,Business,3.58,10,8.42,3.81,70.25,2.0,Medium,0.23,0.84
121876,STEM,2.60,9,17.67,2.83,78.3,4.0,Medium,0.23,1.96
121914,STEM,3.15,7,13.67,3.38,70.12,4.0,Low,0.23,1.95
121925,Business,2.58,24,11.83,2.81,60.23,1.0,High,0.23,0.49
122003,Humanities,3.54,6,17.69,3.77,89.94,4.0,Low,0.23,2.95
122129,Business,2.35,7,5.71,2.58,86.18,3.0,Low,0.23,0.82
122227,Arts,3.28,8,9.72,3.51,47.24,2.0,Medium,0.23,1.22
122240,STEM,2.76,12,15.9,2.99,65.1,2.0,Medium,0.23,1.33
122263,STEM,3.77,6,10.62,4.00,91.1,3.0,Low,0.23,1.77
122278,Medical,3.77,11,15.63,4.00,89.49,5.0,Medium,0.23,1.42
122399,Medical,2.95,8,14.37,3.18,75.79,6.0,Medium,0.23,1.8
122409,STEM,3.14,9,5.0,3.37,61.72,5.0,Low,0.23,0.56
122462,Arts,2.83,7,14.75,3.06,80.3,2.0,Medium,0.23,2.11
122472,Arts,3.77,6,8.29,4.00,74.03,3.0,Medium,0.23,1.38
122504,Medical,3.05,6,9.37,3.28,76.96,1.0,Low,0.23,1.56
122510,Humanities,3.58,6,15.51,3.81,84.04,4.0,Medium,0.23,2.59
122534,Business,2.87,6,13.94,3.10,64.01,5.0,Medium,0.23,2.32
122666,STEM,3.33,8,12.71,3.56,84.3,5.0,Medium,0.23,1.59
122811,Humanities,3.77,14,4.16,4.00,71.94,7.0,Medium,0.23,0.3
122934,Medical,2.14,16,17.35,2.37,58.82,6.0,Medium,0.23,1.08
122951,Humanities,2.55,6,10.56,2.78,68.05,5.0,Low,0.23,1.76
122978,STEM,3.13,9,16.37,3.36,81.81,4.0,High,0.23,1.82
123033,STEM,3.77,17,8.68,4.00,76.89,2.0,Medium,0.23,0.51
123149,Medical,2.96,10,17.96,3.19,68.36,2.0,High,0.23,1.8
123169,STEM,3.32,33,3.38,3.55,61.9,7.0,High,0.23,0.1
123464,STEM,3.60,10,1.0,3.83,76.33,9.0,Low,0.23,0.1
123465,STEM,3.32,22,18.97,3.55,73.81,8.0,Medium,0.23,0.86
123773,Business,3.31,21,11.7,3.54,89.72,4.0,Medium,0.23,0.56
123852,STEM,2.83,6,7.43,3.06,70.22,1.0,Medium,0.23,1.24
123877,Humanities,3.77,8,6.33,4.00,66.47,2.0,Medium,0.23,0.79
123945,STEM,3.64,12,8.29,3.87,94.78,2.0,Low,0.23,0.69
124323,STEM,2.99,10,17.69,3.22,79.76,7.0,Medium,0.23,1.77
124538,Business,2.61,6,11.64,2.84,74.42,3.0,Medium,0.23,1.94
124693,STEM,3.45,12,10.9,3.68,69.79,5.0,Low,0.23,0.91
124733,Humanities,3.07,12,9.1,3.30,70.24,2.0,Medium,0.23,0.76
124738,Business,2.57,6,6.14,2.80,78.13,1.0,High,0.23,1.02
124757,STEM,3.17,25,2.14,3.40,59.99,8.0,High,0.23,0.09
124813,Humanities,2.88,6,21.53,3.11,92.03,6.0,Low,0.23,3.59
124830,Business,2.10,10,13.04,2.33,70.96,8.0,High,0.23,1.3
124977,STEM,3.31,12,3.92,3.54,75.29,5.0,High,0.23,0.33
125028,Medical,3.08,16,5.03,3.31,64.43,6.0,High,0.23,0.31
125118,Humanities,3.72,13,18.18,3.95,98.17,7.0,High,0.23,1.4
125446,STEM,2.26,25,12.56,2.49,77.9,3.0,High,0.23,0.5
125528,Medical,2.67,22,14.78,2.90,76.47,6.0,High,0.23,0.67
125795,Humanities,3.40,14,11.88,3.63,82.01,7.0,Medium,0.23,0.85
126055,STEM,2.39,13,16.0,2.62,86.55,6.0,Medium,0.23,1.23
126194,Business,3.03,36,5.87,3.26,66.71,6.0,High,0.23,0.16
126548,Arts,3.00,18,13.16,3.23,64.01,7.0,Medium,0.23,0.73
126568,Humanities,3.77,17,8.74,4.00,81.23,8.0,Low,0.23,0.51
126678,STEM,3.77,6,13.64,4.00,72.74,4.0,Medium,0.23,2.27
126813,Arts,2.37,10,8.94,2.60,67.31,5.0,Medium,0.23,0.89
126870,Arts,3.39,14,5.0,3.62,86.72,4.0,High,0.23,0.36
126915,Business,3.30,22,15.29,3.53,80.01,9.0,High,0.23,0.7
127002,STEM,3.59,27,7.1,3.82,81.23,5.0,Medium,0.23,0.26
127192,Humanities,2.63,6,14.83,2.86,92.68,3.0,Low,0.23,2.47
127208,STEM,3.71,40,14.47,3.94,79.7,3.0,High,0.23,0.36
127243,STEM,3.25,10,10.61,3.48,84.87,7.0,Low,0.23,1.06
127295,STEM,3.20,16,3.3,3.43,71.29,8.0,High,0.23,0.21
127595,Business,2.65,9,5.25,2.88,72.2,1.0,High,0.23,0.58
127967,Business,2.94,11,1.0,3.17,78.25,4.0,High,0.23,0.09
128007,Humanities,2.74,10,5.47,2.97,78.79,5.0,Medium,0.23,0.55
128359,STEM,2.98,8,14.25,3.21,62.62,8.0,Medium,0.23,1.78
128388,STEM,3.26,12,18.62,3.49,92.05,1.0,Low,0.23,1.55
128407,Medical,2.67,8,16.76,2.90,72.2,5.0,Low,0.23,2.1
128537,Business,2.75,6,11.3,2.98,68.5,2.0,Medium,0.23,1.88
128666,Humanities,3.56,10,17.24,3.79,76.48,8.0,High,0.23,1.72
128677,Business,2.79,11,7.46,3.02,78.74,4.0,High,0.23,0.68
128746,STEM,3.62,19,11.95,3.85,79.76,3.0,High,0.23,0.63
128847,Medical,3.75,10,12.72,3.98,94.18,5.0,Medium,0.23,1.27
128968,Medical,2.68,10,11.95,2.91,73.33,2.0,Medium,0.23,1.19
129039,Humanities,3.62,9,13.56,3.85,73.31,7.0,Medium,0.23,1.51
129133,Medical,2.89,15,19.51,3.12,71.22,8.0,High,0.23,1.3
129145,Business,3.37,11,7.36,3.60,75.73,4.0,Medium,0.23,0.67
129160,Humanities,3.62,7,18.55,3.85,63.91,1.0,High,0.23,2.65
129163,Business,3.77,8,10.33,4.00,79.45,7.0,Low,0.23,1.29
129226,Humanities,3.77,7,15.97,4.00,51.33,5.0,Medium,0.23,2.28
129237,Business,3.70,16,12.57,3.93,85.11,5.0,High,0.23,0.79
129259,STEM,3.11,9,14.32,3.34,76.64,3.0,Medium,0.23,1.59
129345,STEM,2.86,8,6.55,3.09,88.0,2.0,High,0.23,0.82
129438,STEM,2.74,9,7.72,2.97,66.93,3.0,Medium,0.23,0.86
129483,Business,3.32,6,7.58,3.55,71.8,3.0,Medium,0.23,1.26
129540,Humanities,3.77,11,3.6,4.00,83.0,2.0,Low,0.23,0.33
129583,Business,3.63,9,13.02,3.86,70.81,3.0,Medium,0.23,1.45
129637,STEM,2.93,20,9.46,3.16,75.58,3.0,High,0.23,0.47
129651,Humanities,2.83,6,9.92,3.06,46.77,4.0,Low,0.23,1.65
129732,Humanities,2.99,23,12.28,3.22,100.0,6.0,High,0.23,0.53
129766,Business,3.43,14,6.49,3.66,97.2,2.0,Medium,0.23,0.46
129861,Humanities,3.77,11,13.56,4.00,68.66,6.0,High,0.23,1.23
129867,STEM,3.77,9,18.35,4.00,81.01,3.0,Medium,0.23,2.04
129878,Arts,3.77,6,9.88,4.00,81.35,6.0,High,0.23,1.65
129929,Humanities,3.66,7,2.97,3.89,86.89,7.0,Medium,0.23,0.42
129982,Humanities,3.77,10,16.09,4.00,79.63,4.0,Medium,0.23,1.61
130005,Business,3.77,16,18.18,4.00,80.81,4.0,Medium,0.23,1.14
130116,STEM,3.18,7,18.6,3.41,81.11,3.0,Low,0.23,2.66
130122,Humanities,3.43,15,10.83,3.66,83.35,7.0,Medium,0.23,0.72
130171,Medical,3.21,18,13.48,3.44,90.86,4.0,Medium,0.23,0.75
130429,Business,3.77,6,28.97,4.00,75.83,1.0,Medium,0.23,4.83
130475,Humanities,3.74,17,1.0,3.97,67.73,6.0,Medium,0.23,0.06
130751,STEM,3.69,16,12.32,3.92,67.57,6.0,Medium,0.23,0.77
131176,STEM,3.10,10,9.85,3.33,68.39,4.0,Medium,0.23,0.99
131229,Medical,3.25,7,12.14,3.48,83.82,3.0,Medium,0.23,1.73
131251,STEM,3.72,35,6.71,3.95,42.35,5.0,High,0.23,0.19
131705,Business,3.37,16,16.18,3.60,86.95,5.0,Medium,0.23,1.01
131768,STEM,3.62,40,2.59,3.85,60.73,9.0,High,0.23,0.06
131774,STEM,3.56,6,8.74,3.79,84.34,5.0,High,0.23,1.46
131817,Business,3.06,9,8.68,3.29,74.62,3.0,Medium,0.23,0.96
131880,STEM,2.74,27,3.37,2.97,48.2,5.0,High,0.23,0.12
132071,STEM,3.08,23,6.05,3.31,70.65,3.0,High,0.23,0.26
132180,Business,3.53,11,6.81,3.76,74.48,5.0,Low,0.23,0.62
132291,Business,3.14,14,14.55,3.37,58.72,4.0,Low,0.23,1.04
132591,Business,3.70,7,13.39,3.93,73.43,4.0,Medium,0.23,1.91
132668,Arts,2.81,6,14.22,3.04,57.65,6.0,Medium,0.23,2.37
132691,Humanities,3.31,8,6.44,3.54,90.42,4.0,High,0.23,0.81
132821,STEM,3.15,10,1.0,3.38,52.34,8.0,Low,0.23,0.1
132901,Humanities,3.02,10,16.54,3.25,73.74,6.0,High,0.23,1.65
132947,Arts,3.59,6,5.6,3.82,78.83,4.0,Medium,0.23,0.93
132982,STEM,2.91,7,13.1,3.14,76.44,3.0,Low,0.23,1.87
133223,STEM,3.37,6,8.41,3.60,70.0,3.0,Low,0.23,1.4
133234,Medical,3.73,26,2.15,3.96,75.25,7.0,Medium,0.23,0.08
133369,Business,2.92,8,14.87,3.15,92.03,6.0,Medium,0.23,1.86
133544,Humanities,2.64,7,5.61,2.87,81.75,5.0,Medium,0.23,0.8
133608,Arts,2.77,22,17.76,3.00,73.22,9.0,High,0.23,0.81
133614,STEM,3.53,6,4.35,3.76,69.23,4.0,Medium,0.23,0.73
133625,Humanities,3.41,12,9.34,3.64,63.2,6.0,High,0.23,0.78
133626,Medical,3.21,11,15.44,3.44,58.71,4.0,Medium,0.23,1.4
133677,Medical,3.05,8,15.35,3.28,84.68,5.0,Medium,0.23,1.92
133723,Business,3.77,8,11.77,4.00,53.63,4.0,Low,0.23,1.47
133744,Business,3.45,8,13.25,3.68,75.56,2.0,Low,0.23,1.66
133822,Business,3.77,27,6.24,4.00,51.52,5.0,Medium,0.23,0.23
134012,Business,3.55,14,16.75,3.78,80.6,5.0,Medium,0.23,1.2
134094,Business,2.40,20,8.86,2.63,72.51,1.0,High,0.23,0.44
134109,STEM,3.55,35,3.73,3.78,57.62,6.0,High,0.23,0.11
134194,STEM,2.52,28,6.71,2.75,53.96,6.0,High,0.23,0.24
134274,Business,3.27,7,19.27,3.50,67.45,3.0,Medium,0.23,2.75
134280,Business,3.77,12,8.99,4.00,67.3,7.0,Medium,0.23,0.75
134475,Business,2.86,9,9.62,3.09,82.32,4.0,High,0.23,1.07
134488,Business,3.62,9,11.67,3.85,92.09,5.0,Medium,0.23,1.3
134493,STEM,3.39,27,1.0,3.62,60.84,10.0,High,0.23,0.04
134525,Medical,3.72,7,13.51,3.95,95.52,1.0,Medium,0.23,1.93
134585,STEM,3.77,8,12.44,4.00,54.01,6.0,Medium,0.23,1.56
134655,Business,2.23,6,12.34,2.46,85.12,4.0,Medium,0.23,2.06
134820,STEM,3.07,26,17.69,3.30,89.53,7.0,High,0.23,0.68
134841,Arts,1.89,29,9.75,2.12,64.4,4.0,High,0.23,0.34
134866,STEM,3.77,21,6.93,4.00,80.19,7.0,Medium,0.23,0.33
134958,STEM,2.92,18,10.63,3.15,73.31,6.0,High,0.23,0.59
134985,Humanities,3.50,10,6.94,3.73,58.07,5.0,High,0.23,0.69
135007,Arts,2.89,10,6.3,3.12,64.47,3.0,Low,0.23,0.63
135443,Business,2.84,6,8.06,3.07,63.46,5.0,Low,0.23,1.34
135610,Arts,3.39,9,1.79,3.62,88.38,3.0,Low,0.23,0.2
135618,STEM,2.85,9,11.74,3.08,76.39,5.0,Medium,0.23,1.3
135636,Arts,2.07,7,12.21,2.30,80.49,5.0,Low,0.23,1.74
135868,STEM,2.86,10,18.48,3.09,85.71,6.0,Medium,0.23,1.85
135922,STEM,2.32,16,3.77,2.55,55.28,2.0,Low,0.23,0.24
135926,Medical,2.68,19,1.0,2.91,81.66,8.0,High,0.23,0.05
136387,Business,3.50,12,12.17,3.73,100.0,3.0,High,0.23,1.01
136474,Business,3.25,10,14.55,3.48,79.02,5.0,Medium,0.23,1.46
136545,STEM,3.04,8,15.1,3.27,74.66,4.0,High,0.23,1.89
136708,STEM,3.77,10,16.57,4.00,67.72,4.0,Medium,0.23,1.66
136894,STEM,3.77,15,12.37,4.00,100.0,3.0,Medium,0.23,0.82
137111,Arts,3.77,21,4.13,4.00,56.29,2.0,Medium,0.23,0.2
137154,Business,3.77,9,4.59,4.00,62.45,1.0,High,0.23,0.51
137160,STEM,2.86,40,10.92,3.09,92.49,7.0,High,0.23,0.27
137223,Business,2.14,25,7.6,2.37,62.45,4.0,High,0.23,0.3
137308,Humanities,3.28,8,8.6,3.51,70.05,3.0,High,0.23,1.08
137452,Business,3.29,12,8.8,3.52,74.68,3.0,Medium,0.23,0.73
137771,STEM,3.02,40,9.36,3.25,79.9,7.0,High,0.23,0.23
137793,Business,3.59,11,4.52,3.82,69.72,5.0,High,0.23,0.41
137990,STEM,2.43,10,1.18,2.66,84.15,4.0,Low,0.23,0.12
138052,Business,2.79,8,10.87,3.02,100.0,3.0,Medium,0.23,1.36
138081,Business,3.10,6,10.65,3.33,63.4,7.0,Low,0.23,1.78
138145,Business,3.02,13,11.87,3.25,73.98,2.0,High,0.23,0.91
138205,Medical,3.77,6,10.71,4.00,89.25,4.0,Low,0.23,1.79
138287,Humanities,3.77,8,15.06,4.00,70.71,4.0,Medium,0.23,1.88
138373,STEM,2.43,6,7.3,2.66,63.13,1.0,Medium,0.23,1.22
138504,Humanities,3.42,8,1.0,3.65,76.11,5.0,Medium,0.23,0.13
138544,Humanities,3.20,16,13.36,3.43,84.2,8.0,High,0.23,0.84
138560,Business,3.32,18,11.55,3.55,58.14,5.0,High,0.23,0.64
138581,Humanities,3.77,8,15.74,4.00,88.41,1.0,Medium,0.23,1.97
138765,Arts,3.28,7,19.23,3.51,96.49,2.0,High,0.23,2.75
138859,STEM,3.18,30,12.3,3.41,65.84,7.0,High,0.23,0.41
138952,Medical,3.38,11,12.53,3.61,60.6,5.0,Low,0.23,1.14
138971,Humanities,2.84,6,11.09,3.07,69.51,5.0,Low,0.23,1.85
138990,Humanities,3.48,20,15.57,3.71,75.29,6.0,High,0.23,0.78
139194,Humanities,2.82,10,11.52,3.05,85.53,6.0,High,0.23,1.15
139206,Humanities,2.92,10,14.36,3.15,80.25,5.0,Medium,0.23,1.44
139316,Business,3.34,10,8.71,3.57,42.06,6.0,High,0.23,0.87
139419,STEM,3.48,11,5.64,3.71,79.63,6.0,Medium,0.23,0.51
139502,Business,2.36,36,11.11,2.59,57.68,9.0,High,0.23,0.31
139641,Business,3.35,8,7.87,3.58,84.84,3.0,High,0.23,0.98
139840,Medical,2.57,18,10.68,2.80,61.49,5.0,High,0.23,0.59
139987,STEM,3.77,6,19.31,4.00,100.0,6.0,Low,0.23,3.22
140088,STEM,3.49,11,13.58,3.72,75.03,6.0,Medium,0.23,1.23
140090,Business,3.77,6,1.0,4.00,92.75,6.0,High,0.23,0.17
140103,Business,3.57,14,11.19,3.80,84.62,3.0,Medium,0.23,0.8
140175,Business,3.77,6,11.53,4.00,73.42,6.0,Low,0.23,1.92
140204,Business,3.77,17,10.97,4.00,79.85,1.0,Medium,0.23,0.65
140225,Humanities,3.20,16,18.44,3.43,96.49,3.0,Medium,0.23,1.15
140261,Business,3.51,40,13.4,3.74,74.88,6.0,High,0.23,0.34
140469,Business,2.98,8,20.38,3.21,43.65,5.0,Low,0.23,2.55
140516,Arts,3.63,36,8.78,3.86,72.25,2.0,High,0.23,0.24
140690,Arts,2.92,7,6.21,3.15,43.62,4.0,Medium,0.23,0.89
140743,STEM,3.04,13,8.0,3.27,100.0,2.0,Medium,0.23,0.62
140748,STEM,3.43,7,12.92,3.66,98.69,6.0,Low,0.23,1.85
140979,STEM,2.22,14,9.11,2.45,50.82,8.0,Medium,0.23,0.65
141106,STEM,3.77,28,13.7,4.00,69.86,5.0,High,0.23,0.49
141347,Medical,3.49,8,1.0,3.72,64.28,5.0,Medium,0.23,0.13
141379,Medical,3.26,28,8.36,3.49,58.67,10.0,High,0.23,0.3
141487,Business,3.53,17,6.91,3.76,96.85,7.0,Medium,0.23,0.41
141624,STEM,3.28,14,4.93,3.51,97.02,7.0,Medium,0.23,0.35
141781,STEM,3.70,9,1.0,3.93,80.61,5.0,Medium,0.23,0.11
141894,Business,2.84,11,10.32,3.07,71.5,4.0,Low,0.23,0.94
141914,Business,3.45,10,14.87,3.68,85.65,4.0,High,0.23,1.49
141935,STEM,3.72,14,12.23,3.95,76.41,4.0,Medium,0.23,0.87
142017,Business,3.41,10,11.82,3.64,75.18,5.0,High,0.23,1.18
142020,STEM,3.08,15,8.17,3.31,87.12,7.0,Medium,0.23,0.54
142136,STEM,2.98,13,6.7,3.21,73.0,4.0,Medium,0.23,0.52
142156,Business,3.51,25,6.43,3.74,82.2,3.0,High,0.23,0.26
142165,STEM,2.92,9,4.57,3.15,78.3,4.0,Medium,0.23,0.51
142451,STEM,3.01,13,5.85,3.24,78.82,2.0,Medium,0.23,0.45
142542,Business,3.49,12,16.67,3.72,79.14,6.0,Medium,0.23,1.39
142759,STEM,2.77,40,4.8,3.00,72.9,5.0,High,0.23,0.12
142789,Humanities,3.29,11,15.11,3.52,78.51,7.0,High,0.23,1.37
142992,Business,2.65,7,10.09,2.88,63.85,5.0,Medium,0.23,1.44
143284,Business,3.07,6,15.97,3.30,84.9,7.0,Low,0.23,2.66
143351,Arts,3.32,6,14.22,3.55,94.69,4.0,Medium,0.23,2.37
143435,Medical,3.63,11,6.7,3.86,72.27,5.0,Medium,0.23,0.61
143586,Humanities,3.34,9,11.2,3.57,81.27,3.0,High,0.23,1.24
143950,Business,3.77,26,10.23,4.00,81.65,5.0,Medium,0.23,0.39
144015,STEM,3.27,13,11.68,3.50,65.76,4.0,Medium,0.23,0.9
144096,Medical,2.93,13,5.46,3.16,69.27,6.0,Medium,0.23,0.42
144134,STEM,3.45,8,12.1,3.68,78.21,5.0,Medium,0.23,1.51
144150,Business,3.21,21,10.96,3.44,77.34,7.0,Medium,0.23,0.52
144184,STEM,3.77,19,13.81,4.00,80.26,7.0,Medium,0.23,0.73
144273,Arts,2.87,12,12.39,3.10,97.81,3.0,Medium,0.23,1.03
144283,STEM,2.60,13,14.66,2.83,61.99,6.0,Medium,0.23,1.13
144321,Arts,3.64,8,14.61,3.87,90.2,4.0,High,0.23,1.83
144463,Humanities,2.96,6,20.43,3.19,86.67,5.0,Medium,0.23,3.41
144503,Medical,3.77,9,9.93,4.00,90.56,5.0,High,0.23,1.1
144902,Humanities,3.09,14,11.83,3.32,75.46,6.0,Medium,0.23,0.85
145023,STEM,3.39,17,7.34,3.62,69.33,6.0,Medium,0.23,0.43
145189,STEM,2.94,9,13.85,3.17,88.64,6.0,High,0.23,1.54
145197,Humanities,3.35,10,14.26,3.58,82.85,9.0,High,0.23,1.43
145858,Humanities,3.22,28,12.86,3.45,81.44,6.0,High,0.23,0.46
145930,Humanities,2.65,12,3.19,2.88,100.0,4.0,High,0.23,0.27
146182,Humanities,3.44,8,15.0,3.67,88.9,4.0,Medium,0.23,1.88
146269,STEM,3.52,10,15.99,3.75,78.98,8.0,Medium,0.23,1.6
146515,Humanities,3.77,8,22.45,4.00,72.04,4.0,Medium,0.23,2.81
146538,Humanities,3.77,26,9.63,4.00,58.97,5.0,High,0.23,0.37
146601,Medical,3.20,7,3.64,3.43,95.05,5.0,High,0.23,0.52
146763,STEM,3.36,9,19.64,3.59,67.48,6.0,High,0.23,2.18
146928,Arts,3.77,12,8.66,4.00,70.46,5.0,High,0.23,0.72
147088,Business,3.47,6,19.32,3.70,80.19,3.0,Low,0.23,3.22
147107,STEM,2.47,20,5.83,2.70,83.04,5.0,High,0.23,0.29
147268,Humanities,3.31,13,6.05,3.54,68.41,6.0,High,0.23,0.47
147511,STEM,2.17,16,10.07,2.40,76.06,3.0,High,0.23,0.63
147598,Business,3.77,22,9.87,4.00,89.38,5.0,High,0.23,0.45
147719,Humanities,3.14,21,1.0,3.37,64.72,3.0,Medium,0.23,0.05
147746,STEM,2.33,17,16.24,2.56,40.67,7.0,Low,0.23,0.96
147828,STEM,3.77,10,9.89,4.00,100.0,6.0,Medium,0.23,0.99
147869,Arts,3.22,9,19.57,3.45,82.43,7.0,Medium,0.23,2.17
148047,Medical,3.65,6,9.74,3.88,57.9,6.0,Low,0.23,1.62
148186,STEM,3.45,8,11.94,3.68,86.8,3.0,High,0.23,1.49
148189,Arts,2.87,9,16.68,3.10,71.17,6.0,Low,0.23,1.85
148244,Humanities,2.66,8,11.16,2.89,75.67,5.0,Medium,0.23,1.4
148276,Business,3.77,6,15.36,4.00,86.67,3.0,Low,0.23,2.56
148337,STEM,2.81,20,9.41,3.04,76.99,4.0,Medium,0.23,0.47
148383,STEM,2.57,7,7.55,2.80,100.0,3.0,Low,0.23,1.08
148506,Business,2.21,20,4.85,2.44,59.91,4.0,High,0.23,0.24
148542,Business,3.07,29,12.47,3.30,70.49,6.0,Medium,0.23,0.43
148571,Arts,3.11,10,8.43,3.34,72.25,5.0,Medium,0.23,0.84
148653,Humanities,2.80,11,8.31,3.03,94.43,1.0,High,0.23,0.76
148718,STEM,2.67,14,10.18,2.90,71.69,2.0,Medium,0.23,0.73
148791,Business,3.51,9,8.89,3.74,61.02,7.0,High,0.23,0.99
148855,STEM,3.49,7,9.16,3.72,76.35,6.0,High,0.23,1.31
148861,STEM,3.52,20,9.17,3.75,71.97,5.0,Medium,0.23,0.46
148984,Business,3.77,12,10.8,4.00,76.91,1.0,Medium,0.23,0.9
149068,Humanities,3.41,7,11.83,3.64,82.96,7.0,Medium,0.23,1.69
149409,STEM,3.07,27,5.44,3.30,57.26,5.0,High,0.23,0.2
