item_id,order_id,product_id,quantity,unit_price,discount_percent
I06653,O02346,P0392,1,50299,40
I06654,O04030,P0308,4,78624,17
I06655,O03875,P0174,1,27175,16
I06656,O04145,P0010,2,44187,17
I06657,O01378,P0473,3,8569,12
I06658,O01038,P0218,2,11052,33
I06659,O00726,P0076,5,83381,4
I06660,O03392,P0127,1,53756,0
I06661,O02926,P0458,2,75555,1
I06662,O01693,P0301,2,62176,1
I06663,O00248,P0310,5,68903,23
I06664,O01094,P0364,5,10966,34
I06665,O00913,P0269,3,38968,2
I06666,O04265,P0425,3,5591,16
I06667,O00012,P0054,1,57033,16
I06668,O04954,P0218,2,80666,20
I06669,O04470,P0352,5,13673,28
I06670,O00049,P0384,4,30017,31
I06671,O03278,P0144,4,56482,13
I06672,O02177,P0070,2,9810,20
I06673,O01293,P0332,4,58451,28
I06674,O02547,P0497,1,33839,25
I06675,O03019,P0469,2,44997,39
I06676,O00875,P0219,5,52908,11
I06677,O03042,P0213,4,32967,24
I06678,O04644,P0032,1,66295,34
I06679,O02327,P0253,1,57851,39
I06680,O02482,P0051,5,29720,32
I06681,O04496,P0149,5,16239,5
I06682,O01975,P0014,2,71398,38
I06683,O04449,P0377,2,69993,26
I06684,O03746,P0240,4,80963,34
I06685,O02376,P0158,5,87889,36
I06686,O04495,P0100,2,94809,24
I06687,O04186,P0399,3,62242,35
I06688,O02571,P0200,2,34072,22
I06689,O01996,P0152,5,76704,18
I06690,O04649,P0103,5,11406,31
I06691,O00241,P0368,5,86716,1
I06692,O01500,P0399,4,75786,20
I06693,O02240,P0207,1,36337,30
I06694,O04155,P0055,2,2455,40
I06695,O02541,P0328,4,53565,25
I06696,O04191,P0143,5,49111,6
I06697,O04997,P0300,2,49135,28
I06698,O01000,P0479,5,22383,4
I06699,O00504,P0191,3,32427,37
I06700,O04036,P0256,4,67044,25
I06701,O03817,P0437,3,87270,32
I06702,O01900,P0326,1,6134,26
I06703,O03293,P0196,2,79268,24
I06704,O03875,P0169,2,67853,18
I06705,O02545,P0279,4,58684,2
I06706,O00287,P0076,5,54571,27
I06707,O03412,P0197,5,59107,6
I06708,O02038,P0013,4,17070,35
I06709,O01312,P0279,1,95196,21
I06710,O00561,P0368,5,34262,31
I06711,O01067,P0451,3,42950,21
I06712,O03507,P0180,5,51981,26
I06713,O01884,P0056,3,74479,32
I06714,O03269,P0173,2,11023,15
I06715,O00641,P0334,4,6873,18
I06716,O00250,P0137,5,19910,9
I06717,O04928,P0376,-5,4038,32
I06718,O03026,P0056,5,73558,8
I06719,O00619,P0471,1,11649,9
I06720,O03711,P0349,5,71813,27
I06721,O02179,P0232,3,69285,20
I06722,O04907,P0221,2,7493,1
I06723,O00437,P0325,1,90452,37
I06724,O01193,P0109,2,8791,21
I06725,O01965,P0219,3,60253,21
I06726,O02765,P0153,2,7392,30
I06727,O01455,P0115,2,16088,10
I06728,O03797,P0434,3,68976,24
I06729,O00415,P0057,4,18750,34
I06730,O01132,P0486,5,3226,11
I06731,O00845,P0048,2,21990,10
I06732,O02453,P0046,5,88510,19
I06733,O04281,P0396,1,22278,32
I06734,O03069,P0458,2,68828,10
I06735,O02594,P0461,5,11405,8
I06736,O04711,P0326,-4,56431,39
I06737,O02022,P0039,5,61789,5
I06738,O00808,P0084,1,92968,37
I06739,O03763,P0484,1,98780,39
I06740,O04789,P0112,2,13548,13
I06741,O03571,P0447,5,38695,7
I06742,O02038,P0077,3,79378,8
I06743,O02394,P0399,3,97644,6
I06744,O00412,P0218,5,18995,31
I06745,O02855,P0197,5,70757,15
I06746,O01973,P0399,-2,89071,11
I06747,O04702,P0267,3,71300,1
I06748,O01765,P0210,2,75239,10
I06749,O00082,P0323,1,98424,29
I06750,O02550,P0451,2,64889,23
I06751,O03820,P0177,4,57803,8
I06752,O02078,P0418,5,87943,33
I06753,O03902,P0219,1,52399,39
I06754,O03772,P0081,4,28748,34
I06755,O01271,P0186,1,69579,25
I06756,O04952,P0253,1,95988,4
I06757,O00901,P0007,5,53162,7
I06758,O00617,P0281,5,22794,19
I06759,O01933,P0115,5,44366,19
I06760,O04877,P0184,1,15948,6
I06761,O01682,P0328,1,26854,38
I06762,O02139,P0297,3,10678,30
I06763,O01945,P0254,4,34729,16
I06764,O04157,P0102,5,38981,21
I06765,O02007,P0331,2,98562,34
I06766,O00592,P0417,5,17622,9
I06767,O02929,P0423,4,1794,13
I06768,O00375,P0117,3,24929,10
I06769,O02816,P0445,2,35655,20
I06770,O02040,P0194,4,56883,33
I06771,O01868,P0130,3,46974,11
I06772,O00697,P0141,3,98901,0
I06773,O02536,P0075,5,94787,23
I06774,O04073,P0125,2,81228,3
I06775,O03198,P0472,5,32427,31
I06776,O03131,P0117,5,35606,35
I06777,O03919,P0185,2,14820,13
I06778,O03381,P0238,1,96002,11
I06779,O00899,P0356,5,25695,17
I06780,O04111,P0078,3,78099,8
I06781,O02118,P0077,2,79039,39
I06782,O00081,P0354,1,3435,13
I06783,O04774,P0450,4,55497,34
I06784,O04872,P0483,3,9543,6
I06785,O01187,P0211,3,92232,10
I06786,O00627,P0272,4,30900,24
I06787,O01652,P0269,4,74466,6
I06788,O00455,P0444,5,21581,38
I06789,O03368,P0366,4,75038,12
I06790,O03176,P0036,3,50081,35
I06791,O03870,P0328,1,95291,29
I06792,O01608,P0489,2,54571,23
I06793,O01925,P0297,1,71075,29
I06794,O01235,P0482,5,36641,29
I06795,O04671,P0120,2,70535,10
I06796,O03984,P0418,3,1514,16
I06797,O00815,P0363,3,93000,38
I06798,O04145,P0121,3,32408,7
I06799,O00850,P0059,5,7465,9
I06800,O04868,P0381,5,94258,4
I06801,O02884,P0439,-3,53633,22
I06802,O00972,P0328,1,8856,16
I06803,O00856,P0407,2,82607,39
I06804,O04476,P0488,3,40829,9
I06805,O00585,P0392,2,26497,1
I06806,O03087,P0234,2,7649,28
I06807,O01869,P0388,5,37089,23
I06808,O00967,P0043,2,22073,20
I06809,O03759,P0186,3,78585,14
I06810,O00018,P0459,4,60550,10
I06811,O04172,P0066,3,72139,26
I06812,O04057,P0341,5,74752,38
I06813,O04753,P0265,4,92535,0
I06814,O00580,P0171,1,35849,14
I06815,O04504,P0154,2,97644,37
I06816,O01821,P0358,2,26049,32
I06817,O00483,P0194,5,68749,38
I06818,O02243,P0314,3,2291,15
I06819,O04482,P0457,4,72452,18
I06820,O02103,P0090,3,27533,39
I06821,O04232,P0038,2,91372,0
I06822,O03688,P0352,4,86749,4
I06823,O00486,P0187,3,14746,28
I06824,O01036,P0262,2,23301,26
I06825,O01894,P0023,3,8228,7
I06826,O00126,P0401,3,691,2
I06827,O00218,P0437,1,36024,16
I06828,O04783,P0064,5,84395,15
I06829,O03973,P0435,3,60095,39
I06830,O03178,P0342,2,49902,24
I06831,O03980,P0217,2,31980,11
I06832,O03971,P0204,4,32775,23
I06833,O01366,P0277,3,11866,13
I06834,O04238,P0215,4,53187,10
I06835,O01901,P0113,3,33322,12
I06836,O03887,P0440,1,71964,21
I06837,O01217,P0404,3,17025,13
I06838,O00580,P0257,4,59123,28
I06839,O02641,P0490,4,95501,18
I06840,O04917,P0175,1,27766,22
I06841,O00590,P0069,1,36976,3
I06842,O00541,P0301,1,79312,6
I06843,O03718,P0163,4,90152,21
I06844,O03803,P0125,2,29797,31
I06845,O01329,P0100,2,30952,9
I06846,O01328,P0159,4,63474,37
I06847,O04139,P0125,3,71348,34
I06848,O00583,P0345,2,965,13
I06849,O03865,P0304,-1,67932,39
I06850,O01664,P0203,2,75911,8
I06851,O01766,P0307,4,53486,30
I06852,O01222,P0412,3,99464,20
I06853,O02730,P0140,4,1804,22
I06854,O01701,P0462,1,47593,13
I06855,O01432,P0427,-4,65166,24
I06856,O00193,P0209,5,44044,1
I06857,O03785,P0060,1,18154,5
I06858,O00562,P0321,4,1231,32
I06859,O04003,P0215,1,34235,37
I06860,O03755,P0132,1,85238,21
I06861,O04522,P0075,2,72164,5
I06862,O02050,P0383,1,19272,15
I06863,O04235,P0429,1,30437,18
I06864,O03963,P0182,3,34624,13
I06865,O04221,P0345,5,54431,38
I06866,O04534,P0366,1,50680,29
I06867,O01580,P0391,3,99303,14
I06868,O02627,P0379,4,31263,6
I06869,O01613,P0375,4,66592,30
I06870,O03148,P0110,3,83129,37
I06871,O03085,P0137,2,63722,28
I06872,O01504,P0045,4,2211,29
I06873,O01354,P0405,1,74023,15
I06874,O01119,P0265,1,8109,11
I06875,O00159,P0474,5,81353,16
I06876,O03918,P0253,-5,71366,0
I06877,O01633,P0122,5,42318,30
I06878,O00085,P0051,3,51850,4
I06879,O04385,P0432,5,80249,14
I06880,O03169,P0035,3,10708,23
I06881,O01427,P0098,2,5328,25
I06882,O02331,P0372,5,49861,4
I06883,O03944,P0478,5,87339,3
I06884,O00523,P0478,4,26464,15
I06885,O01030,P0066,3,22704,15
I06886,O02028,P0400,4,52056,28
I06887,O04125,P0112,3,5796,27
I06888,O00879,P0492,2,50443,37
I06889,O01350,P0342,4,16797,12
I06890,O00861,P0281,2,91525,35
I06891,O00864,P0186,4,86092,4
I06892,O04690,P0038,4,57880,3
I06893,O02005,P0320,2,67116,40
I06894,O03229,P0483,2,30409,28
I06895,O01836,P0362,4,33075,16
I06896,O01250,P0144,4,95005,28
I06897,O01711,P0207,1,53902,35
I06898,O02230,P0305,5,60611,8
I06899,O00510,P0128,2,11868,15
I06900,O03716,P0212,5,36051,12
I06901,O02539,P0210,4,25928,15
I06902,O00647,P0057,4,72346,35
I06903,O02953,P0372,2,2512,25
I06904,O02691,P0421,-2,10538,13
I06905,O00742,P0325,2,70524,6
I06906,O00907,P0119,2,97696,13
I06907,O03712,P0176,2,73776,38
I06908,O03107,P0465,3,28310,5
I06909,O01973,P0188,5,39249,15
I06910,O00052,P0067,2,89566,24
I06911,O00056,P0315,3,4509,19
I06912,O01119,P0052,4,38148,8
I06913,O01899,P0234,5,46911,1
I06914,O04396,P0495,3,83325,35
I06915,O01358,P0323,1,25585,36
I06916,O03425,P0044,1,74617,40
I06917,O02039,P0161,4,68108,0
I06918,O04945,P0480,2,81353,2
I06919,O04649,P0238,4,93011,32
I06920,O03798,P0321,1,20178,16
I06921,O03054,P0362,3,42973,7
I06922,O03590,P0001,4,46034,15
I06923,O04964,P0301,4,63085,38
I06924,O02076,P0058,5,31753,26
I06925,O01236,P0339,4,82951,34
I06926,O03080,P0494,2,81093,37
I06927,O03971,P0177,4,67120,27
I06928,O03015,P0466,3,74781,22
I06929,O04112,P0331,2,30902,7
I06930,O02709,P0191,1,73992,26
I06931,O01683,P0128,5,69829,17
I06932,O00944,P0371,3,35448,12
I06933,O04337,P0238,-3,79806,12
I06934,O03220,P0292,1,27996,2
I06935,O00961,P0063,5,39106,18
I06936,O02456,P0100,1,23216,20
I06937,O04348,P0038,1,64885,39
I06938,O03878,P0486,3,9793,18
I06939,O03866,P0082,1,63009,25
I06940,O02385,P0397,3,96934,4
I06941,O00754,P0020,1,30261,22
I06942,O01160,P0187,5,11774,9
I06943,O02912,P0381,4,83763,38
I06944,O01393,P0461,5,84201,8
I06945,O01399,P0172,4,88227,14
I06946,O04801,P0364,4,2799,17
I06947,O02920,P0013,1,89625,25
I06948,O04088,P0077,4,21612,25
I06949,O04419,P0117,4,45910,12
I06950,O03340,P0124,5,2076,11
I06951,O03136,P0131,3,90878,32
I06952,O03995,P0160,4,73511,32
I06953,O04252,P0285,1,15859,12
I06954,O00434,P0055,1,49489,2
I06955,O02921,P0450,5,17394,38
I06956,O03192,P0366,2,92259,31
I06957,O00871,P0413,5,65759,27
I06958,O01655,P0160,1,61684,8
I06959,O00192,P0057,1,36327,27
I06960,O04742,P0335,1,92515,3
I06961,O03413,P0197,1,34814,3
I06962,O01803,P0221,4,67802,40
I06963,O04958,P0185,5,35248,10
I06964,O02763,P0333,1,97324,2
I06965,O04800,P0446,3,63885,31
I06966,O00135,P0186,4,75672,40
I06967,O02593,P0159,3,45229,24
I06968,O04505,P0450,3,33285,27
I06969,O03383,P0456,2,36714,6
I06970,O04853,P0019,1,74163,30
I06971,O02292,P0040,5,30331,40
I06972,O03951,P0370,-1,76755,15
I06973,O01616,P0293,4,26281,15
I06974,O04489,P0440,1,95573,0
I06975,O01146,P0398,1,33449,40
I06976,O04631,P0352,2,42849,4
I06977,O00871,P0264,5,75075,10
I06978,O01544,P0382,5,6675,33
I06979,O01856,P0426,3,86944,7
I06980,O04551,P0330,2,89779,40
I06981,O02723,P0294,3,96132,5
I06982,O02307,P0299,2,75234,16
I06983,O03694,P0354,3,16729,19
I06984,O01911,P0194,5,19438,38
I06985,O02208,P0013,5,29391,11
I06986,O03280,P0235,2,87276,11
I06987,O02980,P0171,3,25217,40
I06988,O00010,P0442,2,72844,16
I06989,O02218,P0035,3,50782,36
I06990,O01257,P0097,2,76933,28
I06991,O04908,P0255,5,62312,18
I06992,O01775,P0191,1,14846,21
I06993,O04276,P0453,4,75395,34
I06994,O00713,P0201,5,1390,40
I06995,O01213,P0475,3,66105,38
I06996,O01984,P0024,2,68855,30
I06997,O03766,P0346,4,94805,30
I06998,O03456,P0175,3,69695,12
I06999,O00126,P0499,2,65301,38
I07000,O01444,P0111,1,67971,13
I07001,O03206,P0176,-5,92062,27
I07002,O02122,P0483,1,84427,22
I07003,O01672,P0160,1,43871,11
I07004,O00241,P0386,2,31178,9
I07005,O02541,P0425,4,34417,21
I07006,O00019,P0413,2,33585,37
I07007,O02723,P0382,5,52307,40
I07008,O01889,P0353,5,56502,2
I07009,O02844,P0289,4,84711,5
I07010,O03294,P0313,5,41824,12
I07011,O00485,P0253,1,17173,10
I07012,O03699,P0112,4,94423,27
I07013,O02104,P0220,2,58277,8
I07014,O00384,P0280,4,80122,40
I07015,O03222,P0265,-5,88295,0
I07016,O02546,P0097,4,77685,32
I07017,O04157,P0010,5,42551,26
I07018,O02589,P0148,4,58654,36
I07019,O03008,P0104,4,69937,10
I07020,O00623,P0066,-3,7858,27
I07021,O00220,P0130,3,11991,7
I07022,O03298,P0384,4,18693,13
I07023,O01770,P0201,1,60422,32
I07024,O04368,P0186,5,99427,33
I07025,O01580,P0042,3,74380,30
I07026,O00386,P0099,1,1239,34
I07027,O04597,P0451,1,98646,3
I07028,O03897,P0219,2,84368,8
I07029,O03275,P0213,2,37995,30
I07030,O01137,P0247,5,73599,24
I07031,O00964,P0245,2,37738,35
I07032,O02021,P0441,1,76674,33
I07033,O00754,P0497,4,4095,7
I07034,O04156,P0363,3,74713,36
I07035,O01570,P0498,2,55331,14
I07036,O04808,P0331,3,85042,35
I07037,O03241,P0242,1,16620,19
I07038,O02045,P0431,5,36549,4
I07039,O01634,P0239,-3,52195,29
I07040,O01384,P0276,2,74439,14
I07041,O01481,P0282,3,80887,31
I07042,O02171,P0247,4,42265,17
I07043,O01375,P0333,3,44001,27
I07044,O00156,P0229,4,17986,28
I07045,O00373,P0422,5,15454,29
I07046,O04703,P0075,5,29752,38
I07047,O03041,P0153,5,30935,23
I07048,O02677,P0174,5,6078,21
I07049,O02152,P0206,1,34749,15
I07050,O04655,P0402,2,50916,31
I07051,O04584,P0154,5,47761,13
I07052,O03434,P0017,1,51929,13
I07053,O01449,P0310,4,27204,35
I07054,O02286,P0118,3,93408,23
I07055,O01563,P0239,4,58485,20
I07056,O02352,P0189,5,83643,13
I07057,O04953,P0163,4,88424,7
I07058,O03614,P0119,3,82689,40
I07059,O02564,P0358,4,36246,26
I07060,O04195,P0248,3,14085,12
I07061,O00572,P0151,5,77934,28
I07062,O03949,P0233,4,73839,39
I07063,O00630,P0402,4,98794,4
I07064,O03529,P0189,5,66292,31
I07065,O02918,P0150,3,79090,25
I07066,O01974,P0357,5,99246,0
I07067,O03370,P0270,3,19365,33
I07068,O01576,P0486,4,59162,11
I07069,O03894,P0330,1,6368,34
I07070,O01948,P0299,5,37238,6
I07071,O03896,P0460,2,51481,1
I07072,O04004,P0190,4,832,14
I07073,O00350,P0218,3,40873,40
I07074,O03804,P0131,5,80051,18
I07075,O03301,P0072,4,38554,38
I07076,O02042,P0228,1,39910,8
I07077,O02020,P0178,4,15995,30
I07078,O04316,P0290,4,57462,16
I07079,O01603,P0252,4,97701,17
I07080,O03885,P0102,4,49519,20
I07081,O01692,P0136,2,29474,18
I07082,O02296,P0055,5,39326,24
I07083,O03561,P0246,5,76646,40
I07084,O04750,P0168,1,18940,36
I07085,O03592,P0323,1,55635,12
I07086,O00365,P0083,4,72590,10
I07087,O02712,P0096,1,41185,3
I07088,O02845,P0165,2,79387,17
I07089,O03902,P0149,3,89557,11
I07090,O04791,P0199,2,55710,29
I07091,O02622,P0401,1,30218,0
I07092,O03092,P0194,4,33086,16
I07093,O01114,P0345,3,51609,14
I07094,O00638,P0444,2,6002,19
I07095,O00246,P0387,5,45504,19
I07096,O01379,P0123,2,21378,26
I07097,O03934,P0004,5,98152,35
I07098,O02511,P0012,-2,4949,21
I07099,O02021,P0245,2,76984,6
I07100,O01854,P0123,3,82899,11
I07101,O04407,P0105,4,18718,32
I07102,O01893,P0153,-1,57741,39
I07103,O01329,P0130,2,48522,3
I07104,O04282,P0448,3,84143,40
I07105,O03061,P0401,5,32340,32
I07106,O02722,P0040,2,11695,40
I07107,O01218,P0199,2,33088,17
I07108,O01031,P0152,4,58364,31
I07109,O03750,P0356,2,28439,35
I07110,O00256,P0015,4,11477,17
I07111,O03106,P0425,3,75733,31
I07112,O00438,P0140,1,81912,15
I07113,O03199,P0264,5,66022,27
I07114,O02550,P0256,5,42800,21
I07115,O00755,P0437,2,22632,17
I07116,O04103,P0345,3,29410,26
I07117,O04611,P0063,4,40702,8
I07118,O04626,P0211,5,60783,29
I07119,O03296,P0461,1,24421,4
I07120,O02957,P0173,4,65109,35
I07121,O03389,P0288,3,96317,24
I07122,O00228,P0063,3,21732,38
I07123,O01545,P0369,4,98842,17
I07124,O01226,P0114,5,25776,1
I07125,O02439,P0378,2,36156,28
I07126,O01471,P0137,2,4444,18
I07127,O03920,P0383,3,59697,33
I07128,O01982,P0254,4,60764,0
I07129,O01791,P0191,2,46857,3
I07130,O01405,P0108,4,82260,8
I07131,O01114,P0498,5,37350,6
I07132,O00843,P0380,1,92723,34
I07133,O02661,P0411,2,16200,29
I07134,O01283,P0066,1,58543,11
I07135,O00873,P0141,1,81174,14
I07136,O03113,P0353,1,23014,23
I07137,O03316,P0147,4,6152,13
I07138,O03640,P0312,2,51774,16
I07139,O03058,P0490,3,53717,14
I07140,O00835,P0352,5,71202,25
I07141,O00923,P0457,1,26676,34
I07142,O03528,P0110,4,45494,20
I07143,O01194,P0194,4,52880,30
I07144,O03164,P0491,3,67906,9
I07145,O02872,P0473,3,13222,26
I07146,O02597,P0265,4,19207,13
I07147,O01819,P0357,4,50997,15
I07148,O04824,P0319,3,33174,15
I07149,O00280,P0312,1,69263,9
I07150,O00192,P0163,4,85314,4
I07151,O02974,P0311,2,46454,33
I07152,O01313,P0413,3,98780,18
I07153,O01775,P0274,2,59421,22
I07154,O04180,P0071,1,14741,39
I07155,O00941,P0134,1,30103,39
I07156,O04315,P0351,3,6880,5
I07157,O01487,P0290,5,8002,8
I07158,O01699,P0165,5,23871,31
I07159,O00363,P0284,4,24536,15
I07160,O00162,P0344,5,73221,7
I07161,O00801,P0185,5,91667,13
I07162,O01259,P0006,1,52550,32
I07163,O02528,P0394,-3,35801,13
I07164,O02838,P0029,3,14943,18
I07165,O00547,P0184,3,81733,15
I07166,O04510,P0077,3,92771,11
I07167,O01271,P0090,4,89750,25
I07168,O00754,P0308,5,87651,27
I07169,O02469,P0323,5,98636,30
I07170,O02356,P0221,4,63059,2
I07171,O00508,P0231,2,40621,35
I07172,O01305,P0500,5,4690,39
I07173,O03854,P0408,2,95578,38
I07174,O03736,P0329,3,15040,19
I07175,O04381,P0306,1,55296,12
I07176,O01508,P0365,1,22248,32
I07177,O00612,P0388,3,91842,27
I07178,O04193,P0298,3,38904,38
I07179,O00985,P0375,5,12940,30
I07180,O00560,P0199,5,8442,19
I07181,O00222,P0460,1,48905,24
I07182,O03674,P0021,4,12470,15
I07183,O04663,P0253,5,62103,37
I07184,O01294,P0054,5,35458,6
I07185,O01828,P0319,3,81241,33
I07186,O02548,P0034,5,45204,31
I07187,O02448,P0251,4,25564,19
I07188,O02108,P0367,5,33902,26
I07189,O00919,P0361,2,35775,10
I07190,O04844,P0174,2,80216,40
I07191,O01000,P0145,5,20711,25
I07192,O04037,P0498,5,62682,20
I07193,O01210,P0500,2,61765,26
I07194,O02305,P0337,1,84704,13
I07195,O04284,P0002,-5,59180,38
I07196,O04580,P0313,1,86376,40
I07197,O00976,P0104,2,22894,11
I07198,O03996,P0044,1,32100,33
I07199,O00489,P0041,1,87301,16
I07200,O00024,P0162,3,18832,38
I07201,O01773,P0039,3,17578,26
I07202,O03983,P0462,1,55136,15
I07203,O03322,P0487,4,6362,14
I07204,O04842,P0029,4,33436,29
I07205,O04446,P0081,1,42227,32
I07206,O03423,P0013,3,83245,15
I07207,O02740,P0309,1,17116,23
I07208,O02682,P0435,1,98537,1
I07209,O01795,P0032,5,3210,14
I07210,O01033,P0395,3,93175,39
I07211,O02296,P0412,1,30537,37
I07212,O01451,P0362,3,97546,0
I07213,O01150,P0051,4,74410,15
I07214,O01592,P0064,5,48728,31
I07215,O02688,P0408,3,91404,7
I07216,O02495,P0213,1,78347,27
I07217,O01213,P0036,1,47256,38
I07218,O01358,P0445,4,10684,34
I07219,O02616,P0110,4,59227,39
I07220,O03053,P0120,4,96248,0
I07221,O03902,P0073,4,35207,34
I07222,O02697,P0068,5,9381,7
I07223,O03684,P0104,3,69529,7
I07224,O03342,P0396,4,52659,30
I07225,O03765,P0296,5,94952,17
I07226,O03972,P0177,2,6599,0
I07227,O03967,P0245,2,44719,19
I07228,O01516,P0356,3,64984,24
I07229,O00254,P0486,5,1627,10
I07230,O00829,P0047,1,14119,0
I07231,O04211,P0250,1,83583,21
I07232,O04142,P0203,1,40182,36
I07233,O00183,P0378,3,10569,1
I07234,O02067,P0239,1,73570,2
I07235,O01795,P0464,4,27374,16
I07236,O00247,P0041,2,95218,6
I07237,O03360,P0178,3,18137,20
I07238,O02378,P0447,4,25935,27
I07239,O03104,P0011,2,78412,37
I07240,O03207,P0286,1,52438,21
I07241,O01983,P0225,4,95211,35
I07242,O04438,P0038,1,28726,15
I07243,O02182,P0424,5,85062,13
I07244,O04222,P0218,3,9962,34
I07245,O02156,P0447,4,36625,1
I07246,O00819,P0384,3,7019,11
I07247,O02237,P0004,1,70654,38
I07248,O00159,P0498,3,27701,30
I07249,O02575,P0145,5,62670,27
I07250,O04467,P0030,1,6458,25
I07251,O01110,P0079,5,62150,29
I07252,O04517,P0011,5,56653,17
I07253,O01340,P0406,3,95880,22
I07254,O03375,P0493,2,2809,27
I07255,O02367,P0479,4,80899,38
I07256,O00692,P0365,5,88809,13
I07257,O03413,P0418,3,35332,28
I07258,O00427,P0221,5,37818,20
I07259,O03246,P0087,5,73925,19
I07260,O02803,P0396,-5,62348,18
I07261,O02010,P0074,3,26899,37
I07262,O01630,P0419,2,1562,40
I07263,O01158,P0109,2,74466,23
I07264,O03678,P0464,1,34995,28
I07265,O02015,P0442,4,32081,24
I07266,O02907,P0111,4,26304,1
I07267,O02972,P0437,2,16346,15
I07268,O04465,P0265,5,68414,5
I07269,O00470,P0439,2,90686,7
I07270,O03445,P0373,1,54370,16
I07271,O02126,P0438,4,26333,19
I07272,O01660,P0082,4,58135,13
I07273,O04413,P0472,5,98327,39
I07274,O04987,P0054,3,83237,28
I07275,O02986,P0016,4,39522,7
I07276,O01249,P0437,3,13484,18
I07277,O03164,P0201,2,68934,24
I07278,O02936,P0392,5,92187,30
I07279,O04494,P0132,4,28852,16
I07280,O04399,P0111,4,57140,13
I07281,O03830,P0232,1,93576,34
I07282,O03062,P0148,5,11655,17
I07283,O01657,P0187,2,77314,11
I07284,O04401,P0343,3,68941,0
I07285,O01886,P0322,1,93843,8
I07286,O04728,P0088,3,38510,30
I07287,O01610,P0217,4,23100,39
I07288,O00277,P0251,4,19453,36
I07289,O03633,P0281,1,17347,30
I07290,O01564,P0136,5,63038,17
I07291,O00232,P0230,3,60685,7
I07292,O01782,P0436,5,77298,36
I07293,O01160,P0063,4,58458,38
I07294,O04778,P0263,3,15252,20
I07295,O04038,P0148,4,72804,26
I07296,O02604,P0194,4,95455,19
I07297,O02265,P0143,4,90034,26
I07298,O03815,P0493,2,26667,27
I07299,O03261,P0243,3,68507,29
I07300,O04579,P0463,3,20435,25
I07301,O04943,P0242,2,48626,30
I07302,O00530,P0167,1,53091,31
I07303,O01753,P0466,3,9249,12
I07304,O00962,P0296,3,73445,40
I07305,O00997,P0270,4,61910,18
I07306,O00089,P0253,2,45713,24
I07307,O03458,P0133,1,22331,13
I07308,O01684,P0011,2,83834,37
I07309,O02229,P0299,5,75885,19
I07310,O03415,P0062,5,92381,31
I07311,O01675,P0241,2,18645,13
I07312,O03295,P0362,3,84686,31
I07313,O02493,P0072,3,15182,10
I07314,O00221,P0456,1,39918,35
I07315,O02932,P0002,1,2670,25
I07316,O02864,P0016,1,27804,39
I07317,O03599,P0248,3,85345,27
I07318,O03875,P0230,1,19934,30
I07319,O04127,P0134,5,46147,12
I07320,O04581,P0382,1,56569,21
I07321,O02726,P0109,3,26487,4
I07322,O01393,P0491,2,76481,25
I07323,O04717,P0029,2,98699,21
I07324,O04034,P0001,5,66172,5
I07325,O03864,P0224,1,20504,3
I07326,O01892,P0268,1,10300,19
I07327,O00356,P0265,5,92447,16
I07328,O00017,P0120,4,50976,27
I07329,O04289,P0286,4,5342,30
I07330,O04875,P0039,4,80597,33
I07331,O03949,P0003,5,44937,19
I07332,O01562,P0007,3,12477,32
I07333,O03099,P0441,1,59150,16
I07334,O00507,P0080,3,58858,20
I07335,O04244,P0419,3,3593,0
I07336,O00536,P0220,4,21122,18
I07337,O00255,P0214,5,32865,32
I07338,O00669,P0087,4,65052,15
I07339,O01027,P0404,3,18443,40
I07340,O02374,P0374,4,10816,16
I07341,O01513,P0497,5,17991,29
I07342,O02234,P0280,2,64226,20
I07343,O03350,P0092,1,83915,14
I07344,O02972,P0175,1,36518,39
I07345,O01051,P0070,4,37145,23
I07346,O02432,P0330,3,29009,5
I07347,O03040,P0402,1,88503,35
I07348,O02497,P0013,4,72212,34
I07349,O00161,P0301,1,11175,19
I07350,O03864,P0158,2,99454,30
I07351,O02893,P0441,4,48149,37
I07352,O04671,P0462,3,19073,22
I07353,O01640,P0024,1,54983,32
I07354,O02681,P0017,4,15427,13
I07355,O00813,P0218,1,95910,32
I07356,O03034,P0105,5,3692,10
I07357,O02987,P0064,2,27314,8
I07358,O01465,P0459,4,25943,25
I07359,O02222,P0488,2,78992,13
I07360,O02183,P0013,4,33761,13
I07361,O01411,P0094,4,20161,2
I07362,O04493,P0253,1,12192,28
I07363,O04633,P0417,2,37902,35
I07364,O03980,P0017,2,24153,31
I07365,O02762,P0331,1,39518,0
I07366,O02915,P0279,5,39646,14
I07367,O01276,P0416,2,75728,28
I07368,O04423,P0072,1,64181,30
I07369,O00204,P0016,1,34892,39
I07370,O04674,P0231,4,8288,9
I07371,O00007,P0440,2,16724,17
I07372,O02959,P0473,1,80697,26
I07373,O01897,P0253,2,51276,20
I07374,O02330,P0205,5,98847,39
I07375,O00789,P0141,5,4760,14
I07376,O00150,P0006,5,53694,22
I07377,O01738,P0136,4,15390,10
I07378,O03869,P0488,5,96468,15
I07379,O02776,P0148,5,69184,18
I07380,O01160,P0199,4,8689,30
I07381,O00114,P0451,1,55453,22
I07382,O04084,P0034,3,54599,10
I07383,O02615,P0023,4,895,16
I07384,O00267,P0142,2,63833,25
I07385,O01510,P0293,5,50572,14
I07386,O01241,P0456,4,16538,10
