order_id,customer_id,order_date,status,region_code
O02366,C0929,2026-07-10 14:52:27,DELIVERED,East
O02367,C0985,2025-04-17 15:26:58,DELIVERED,East
O02368,C0811,2026-03-19 18:38:45,DELIVERED,South
O02369,C0463,2025-03-14 17:39:22,SHIPPED,South
O02370,C0169,2024-10-08 18:32:05,RETURNED,North
O02371,C0855,2026-05-22 14:36:04,PLACED,West
O02372,C0102,2025-10-20 05:17:12,DELIVERED,West
O02373,C0857,2024-11-03 19:27:09,RETURNED,North
O02374,C0889,2025-03-25 18:48:46,CANCELLED,East
O02375,C0518,2025-07-22 02:30:35,DELIVERED,West
O02376,C0369,2025-02-25 00:14:32,CANCELLED,South
O02377,C0800,2025-05-28 20:29:58,PLACED,North
O02378,C0626,2025-04-06 10:38:06,RETURNED,West
O02379,C0339,2025-09-01 09:12:59,RETURNED,West
O02380,C0931,2024-11-17 08:12:03,CANCELLED,East
O02381,C0767,2025-07-11 06:54:34,PLACED,South
O02382,C0373,2026-06-08 14:46:27,PLACED,West
O02383,C0257,2026-02-18 02:03:44,DELIVERED,North
O02384,C0990,2025-01-09 23:17:49,DELIVERED,West
O02385,C0451,2026-04-29 16:54:45,RETURNED,West
O02386,C0253,2025-02-04 11:44:31,RETURNED,East
O02387,C0484,2025-07-21 05:50:23,CANCELLED,West
O02388,C0378,2025-12-27 07:40:07,CANCELLED,North
O02389,C0519,2024-10-05 21:07:05,RETURNED,South
O02390,C0396,2025-09-10 01:50:17,RETURNED,West
O02391,C0226,2024-12-18 00:02:05,SHIPPED,East
O02392,C0403,2025-12-29 17:14:19,CANCELLED,South
O02393,C0991,2024-12-11 11:47:01,PLACED,West
O02394,C0981,2024-11-21 10:07:44,PLACED,North
O02395,UNKNOWN,2024-08-18 23:58:14,DELIVERED,North
O02396,C0266,2026-01-06 18:23:39,PLACED,South
O02397,C0456,2025-03-31 06:31:22,CANCELLED,East
O02398,C0031,2025-11-15 10:10:19,RETURNED,East
O02399,C0425,2026-01-10 01:00:24,CANCELLED,West
O02400,C0535,2026-04-22 09:02:15,RETURNED,East
O02401,C0873,2026-01-17 11:21:28,PLACED,North
O02402,C0382,2024-09-12 03:19:08,CANCELLED,South
O02403,C0454,2024-12-24 06:23:47,PLACED,North
O02404,C0307,2026-05-06 00:00:00,PLACED,West
O02405,C0159,2026-04-17 16:41:22,SHIPPED,North
O02406,C0752,2024-11-03 17:30:11,CANCELLED,West
O02407,C0343,2025-03-14 06:33:50,PLACED,East
O02408,C0428,2025-01-09 15:26:38,RETURNED,West
O02409,C0119,2025-11-07 02:03:33,SHIPPED,West
O02410,C0221,2026-04-19 22:45:41,RETURNED,South
O02411,C0401,2025-05-12 05:33:55,RETURNED,South
O02412,C0899,2025-08-08 06:58:04,RETURNED,West
O02413,C0527,2024-09-08 03:26:17,RETURNED,North
O02414,C0460,2026-04-04 03:14:21,RETURNED,South
O02415,C0094,2025-02-07 23:28:19,RETURNED,North
O02416,C0804,2024-12-14 09:23:38,DELIVERED,West
O02417,C0255,2025-05-16 01:51:06,SHIPPED,West
O02418,C0530,2026-06-12 07:02:58,RETURNED,North
O02419,C0357,2025-02-09 23:51:54,PLACED,North
O02420,UNKNOWN,2024-09-30 02:35:40,PLACED,North
O02421,C0123,2025-03-15 02:59:13,RETURNED,North
O02422,C0538,2024-08-12 03:58:23,PLACED,East
O02423,C0427,2025-12-31 06:51:45,RETURNED,West
O02424,C0051,2025-01-03 20:51:03,SHIPPED,South
O02425,C0628,2024-12-26 04:02:20,RETURNED,North
O02426,C0180,2025-03-13 15:57:29,PLACED,South
O02427,C0331,2026-02-15 06:15:56,DELIVERED,East
O02428,C0746,2024-10-16 11:01:52,SHIPPED,South
O02429,C0240,2024-12-10 19:29:26,RETURNED,North
O02430,C0189,2026-03-16 07:29:24,CANCELLED,East
O02431,C0513,2025-06-19 00:00:00,DELIVERED,North
O02432,C0341,2026-05-19 04:36:38,RETURNED,East
O02433,C0722,2025-11-07 04:56:10,DELIVERED,North
O02434,C0314,2025-07-06 18:53:19,DELIVERED,South
O02435,C0062,2024-10-29 14:06:11,SHIPPED,North
O02436,C0098,2026-06-17 23:26:06,RETURNED,South
O02437,C0562,2025-06-05 08:18:48,DELIVERED,North
O02438,C0744,2025-04-13 10:38:39,PLACED,South
O02439,C0069,2025-08-20 02:42:21,PLACED,West
O02440,C0529,2024-08-01 08:32:42,RETURNED,West
O02441,C0052,2025-11-18 21:16:11,SHIPPED,West
O02442,C0840,2024-07-18 13:18:56,CANCELLED,East
O02443,C0564,2025-02-22 06:44:15,DELIVERED,North
O02444,C0494,2025-08-11 07:35:05,RETURNED,South
O02445,C0382,2024-09-05 08:29:41,PLACED,South
O02446,C0336,2025-03-13 10:03:39,CANCELLED,North
O02447,C0808,2026-01-27 15:55:31,RETURNED,West
O02448,C0570,2025-03-09 17:56:05,SHIPPED,North
O02449,C0752,2026-06-24 09:36:26,SHIPPED,West
O02450,C0078,2024-09-10 01:59:58,CANCELLED,North
O02451,C0972,2025-12-07 23:40:10,SHIPPED,East
O02452,C0863,2025-10-23 22:36:29,DELIVERED,South
O02453,C0670,2025-03-20 04:44:29,RETURNED,West
O02454,C0669,2025-12-20 18:50:23,SHIPPED,West
O02455,C0620,2026-06-27 19:10:22,DELIVERED,South
O02456,C0460,2024-10-15 00:56:21,DELIVERED,South
O02457,UNKNOWN,2024-11-16 12:23:35,SHIPPED,South
O02458,C0686,2024-08-14 13:30:18,DELIVERED,West
O02459,C0916,2025-05-05 01:17:23,PLACED,North
O02460,UNKNOWN,2025-09-09 12:43:24,SHIPPED,North
O02461,UNKNOWN,2024-12-23 15:52:35,PLACED,North
O02462,C0199,2025-01-26 20:29:43,CANCELLED,South
O02463,C0136,2026-04-11 04:30:40,SHIPPED,North
O02464,C0818,2026-07-11 08:54:38,CANCELLED,South
O02465,C0723,2025-04-06 23:01:57,CANCELLED,East
O02466,C0084,2024-12-16 13:08:27,PLACED,West
O02467,C0766,2024-11-05 21:56:25,SHIPPED,South
O02468,C0906,2025-07-29 17:00:05,PLACED,West
O02469,C0927,2026-01-28 14:08:32,DELIVERED,South
O02470,UNKNOWN,2025-03-26 05:34:13,DELIVERED,South
O02471,C0836,2024-11-19 07:13:13,DELIVERED,West
O02472,C0467,2025-07-25 16:55:55,PLACED,North
O02473,C0786,2026-02-10 04:24:56,PLACED,North
O02474,C0251,2025-12-25 00:00:00,CANCELLED,South
O02475,C0748,2025-07-14 14:16:42,PLACED,East
O02476,C0490,2025-09-20 13:01:36,CANCELLED,East
O02477,C0719,2026-04-22 22:17:58,CANCELLED,West
O02478,UNKNOWN,2026-05-27 21:37:30,CANCELLED,North
O02479,C0588,2025-01-13 22:53:41,RETURNED,North
O02480,UNKNOWN,2025-01-29 17:39:39,SHIPPED,North
O02481,C0789,2025-07-16 12:52:16,CANCELLED,North
O02482,C0589,2025-02-06 15:53:33,RETURNED,North
O02483,C0022,2026-03-23 14:01:38,DELIVERED,West
O02484,C0118,2025-03-22 14:55:24,PLACED,West
O02485,C0723,2024-08-03 21:08:03,PLACED,East
O02486,C0570,2025-01-08 22:11:38,CANCELLED,East
O02487,C0507,2025-03-03 08:48:13,PLACED,West
O02488,C0299,2025-02-07 00:16:49,RETURNED,South
O02489,C0340,2026-04-15 17:26:51,SHIPPED,West
O02490,C0588,2024-12-18 23:05:24,CANCELLED,East
O02491,C0906,2024-09-06 01:13:08,DELIVERED,East
O02492,C0549,2026-02-08 20:20:43,PLACED,North
O02493,C1000,2026-03-12 01:07:43,CANCELLED,West
O02494,C0456,2024-12-12 07:26:23,PLACED,North
O02495,C0864,2024-09-05 02:40:16,PLACED,West
O02496,C0139,2026-07-11 04:23:59,RETURNED,East
O02497,C0104,2025-04-17 20:11:02,DELIVERED,South
O02498,C0907,2025-01-29 04:04:08,SHIPPED,East
O02499,C0146,2024-07-22 17:24:03,DELIVERED,North
O02500,UNKNOWN,2025-10-17 09:03:09,CANCELLED,North
O02501,C0415,2024-10-26 22:55:13,SHIPPED,East
O02502,C0747,2025-11-25 20:00:52,CANCELLED,South
O02503,C0510,2024-12-27 10:05:09,SHIPPED,East
O02504,C0241,2025-04-11 11:29:05,SHIPPED,East
O02505,C0060,2026-03-25 09:57:51,SHIPPED,North
O02506,C0063,2024-09-30 21:32:34,SHIPPED,North
O02507,C0105,2025-01-26 00:00:00,DELIVERED,West
O02508,C0421,2026-03-23 00:36:21,RETURNED,West
O02509,C0227,2025-04-11 13:17:06,PLACED,South
O02510,C0878,2026-04-28 00:51:10,RETURNED,East
O02511,C0185,2024-10-15 08:03:14,SHIPPED,East
O02512,C0843,2026-01-09 04:54:00,CANCELLED,West
O02513,C0719,2024-10-14 00:56:53,PLACED,West
O02514,C0556,2026-01-13 09:37:58,CANCELLED,East
O02515,C0469,2025-09-25 08:40:25,DELIVERED,North
O02516,C0282,2025-09-11 14:20:07,SHIPPED,South
O02517,C0736,2026-06-07 09:57:35,DELIVERED,West
O02518,C0426,2026-05-19 06:33:08,SHIPPED,North
O02519,C0966,2024-12-04 06:54:03,RETURNED,South
O02520,C0529,2025-05-21 17:00:30,RETURNED,South
O02521,C0146,2024-11-09 10:09:06,PLACED,North
O02522,C0120,2025-05-27 22:16:48,SHIPPED,North
O02523,C0768,2025-05-15 11:34:24,SHIPPED,West
O02524,C0801,2026-04-29 05:23:03,PLACED,East
O02525,C0297,2025-11-07 17:10:58,SHIPPED,West
O02526,C0860,2025-01-25 15:15:44,RETURNED,North
O02527,C0788,2024-09-01 22:42:16,SHIPPED,South
O02528,C0636,2025-12-25 17:00:04,RETURNED,South
O02529,C0594,2024-10-20 20:29:34,CANCELLED,South
O02530,C0833,2025-12-28 19:11:23,DELIVERED,South
O02531,C0954,2026-06-25 14:01:49,SHIPPED,West
O02532,C0874,2024-11-02 09:15:57,CANCELLED,South
O02533,C0977,2025-10-25 07:34:45,PLACED,East
O02534,C0052,2024-12-20 06:17:40,SHIPPED,East
O02535,C0928,2025-04-07 12:40:48,CANCELLED,South
O02536,C0742,2025-08-26 03:37:25,CANCELLED,South
O02537,C0381,2025-07-26 08:30:20,CANCELLED,South
O02538,C0622,2024-09-11 09:41:10,DELIVERED,West
O02539,C0875,2025-11-08 12:13:04,DELIVERED,East
O02540,C0515,2024-11-06 19:03:27,PLACED,East
O02541,C0293,2025-03-24 17:09:24,CANCELLED,North
O02542,C0609,2025-09-13 13:58:24,RETURNED,South
O02543,C0772,2025-06-21 00:00:00,SHIPPED,North
O02544,C0397,2026-07-04 06:28:32,SHIPPED,West
O02545,C0512,2026-06-12 19:34:07,PLACED,East
O02546,C0606,2024-07-26 05:16:41,SHIPPED,South
O02547,C0313,2025-03-01 10:46:20,RETURNED,East
O02548,C0865,2024-07-27 12:27:12,CANCELLED,North
O02549,C0686,2025-11-06 18:44:22,RETURNED,West
O02550,C0378,2025-06-02 04:09:50,DELIVERED,North
O02551,C0981,2025-02-18 19:50:57,SHIPPED,East
O02552,C0038,2025-03-01 20:04:39,PLACED,South
O02553,C0403,2025-05-31 01:28:35,DELIVERED,South
O02554,C0407,2025-04-14 15:16:17,PLACED,North
O02555,UNKNOWN,2024-09-03 23:48:21,PLACED,West
O02556,C0829,2024-12-14 15:09:18,SHIPPED,North
O02557,C0915,2025-09-17 21:04:09,CANCELLED,South
O02558,C0250,2024-08-19 16:00:44,DELIVERED,North
O02559,C0741,2025-07-22 12:52:34,CANCELLED,West
O02560,C0232,2025-10-24 12:18:42,DELIVERED,North
O02561,C0839,2026-05-04 20:20:33,RETURNED,East
O02562,C0445,2026-05-10 19:23:19,RETURNED,East
O02563,C0663,2025-07-19 10:01:48,DELIVERED,North
O02564,C0231,2024-10-26 18:08:06,RETURNED,North
O02565,C0022,2025-09-07 12:21:30,SHIPPED,East
O02566,UNKNOWN,2025-02-09 02:38:55,RETURNED,West
O02567,C0783,2025-04-08 00:00:00,RETURNED,East
O02568,C0837,2024-08-09 03:10:50,PLACED,North
O02569,C0135,2024-10-29 20:42:54,CANCELLED,South
O02570,UNKNOWN,2024-12-15 14:12:01,SHIPPED,North
O02571,C0555,2025-05-05 20:52:00,CANCELLED,West
O02572,C0824,2026-04-09 13:55:03,RETURNED,North
O02573,C0808,2025-04-24 10:43:25,SHIPPED,West
O02574,C0781,2024-08-15 14:48:32,DELIVERED,North
O02575,C0210,2025-02-04 09:14:51,SHIPPED,North
O02576,C0358,2026-05-31 01:54:55,RETURNED,South
O02577,C0814,2026-06-30 16:54:02,DELIVERED,North
O02578,C0154,2026-01-25 03:02:10,CANCELLED,North
O02579,C0008,2026-01-16 14:12:12,DELIVERED,East
O02580,C0555,2024-10-05 23:28:58,RETURNED,North
O02581,C0495,2026-01-28 04:34:00,DELIVERED,West
O02582,C0842,2024-08-16 10:37:46,RETURNED,South
O02583,UNKNOWN,2025-02-02 03:16:18,DELIVERED,North
O02584,C0671,2025-03-31 04:58:37,DELIVERED,West
O02585,C0144,2025-01-06 00:35:06,DELIVERED,North
O02586,C0522,2025-12-03 20:06:31,RETURNED,West
O02587,C0851,2025-10-22 16:59:32,SHIPPED,East
O02588,C0681,2026-03-05 13:58:40,RETURNED,East
O02589,C0782,2024-12-20 18:49:40,CANCELLED,South
O02590,C0656,2026-02-07 01:54:47,CANCELLED,West
O02591,C0764,2025-01-05 14:26:15,PLACED,North
O02592,C0288,2025-03-19 13:25:09,SHIPPED,West
O02593,C0635,2024-07-18 19:07:27,DELIVERED,South
O02594,C0684,2026-03-11 13:48:12,SHIPPED,East
O02595,C0072,2025-09-07 00:33:55,PLACED,East
O02596,C0838,2025-03-02 06:00:32,DELIVERED,South
O02597,C0204,2024-07-28 08:17:03,RETURNED,East
O02598,C0250,2024-11-27 17:46:57,CANCELLED,South
O02599,C0151,2024-08-13 08:40:07,CANCELLED,South
O02600,C0733,2026-05-10 13:03:26,CANCELLED,South
O02601,C0117,2026-04-25 11:39:45,SHIPPED,North
O02602,C0726,2024-08-23 17:08:47,PLACED,South
O02603,C0369,2025-06-13 11:56:50,RETURNED,East
O02604,C0807,2025-09-08 12:02:16,RETURNED,North
O02605,C0308,2026-01-18 12:11:26,SHIPPED,East
O02606,C0519,2024-10-26 02:02:04,DELIVERED,East
O02607,UNKNOWN,2026-05-07 09:14:55,RETURNED,South
O02608,C0860,2026-07-09 09:09:52,SHIPPED,West
O02609,C0496,2025-07-16 01:31:56,PLACED,South
O02610,C0448,2024-10-29 20:48:41,SHIPPED,South
O02611,C0042,2024-08-15 19:17:04,CANCELLED,North
O02612,C0196,2026-04-05 10:17:36,DELIVERED,East
O02613,C0633,2024-11-14 01:06:24,SHIPPED,South
O02614,C0089,2024-08-05 05:31:26,PLACED,South
O02615,C0489,2024-11-23 22:52:49,RETURNED,West
O02616,C0429,2025-01-18 13:23:55,SHIPPED,South
O02617,C0907,2025-11-08 00:11:14,SHIPPED,West
O02618,C0155,2024-12-10 02:21:17,RETURNED,West
O02619,C0841,2024-10-21 09:51:23,DELIVERED,North
O02620,C0365,2026-06-30 00:00:00,RETURNED,North
O02621,C0260,2025-09-13 14:31:30,PLACED,East
O02622,C0877,2024-12-27 22:33:32,SHIPPED,West
O02623,C0297,2024-10-19 10:00:43,DELIVERED,East
O02624,C0978,2025-02-04 14:47:39,DELIVERED,North
O02625,C0317,2024-09-30 18:00:20,CANCELLED,South
O02626,C0729,2026-04-27 15:13:17,DELIVERED,West
O02627,C0560,2025-11-11 00:41:58,CANCELLED,South
O02628,UNKNOWN,2024-09-11 12:15:40,CANCELLED,North
O02629,C0322,2025-06-30 05:47:37,RETURNED,West
O02630,C0164,2025-04-05 20:34:58,SHIPPED,South
O02631,C0075,2024-08-02 13:21:20,SHIPPED,North
O02632,C0213,2025-05-20 01:15:35,CANCELLED,East
O02633,C0044,2025-08-13 16:10:42,PLACED,East
O02634,C0619,2026-06-29 22:50:13,SHIPPED,East
O02635,C0754,2026-05-01 16:46:44,RETURNED,North
O02636,C0254,2025-03-13 03:46:03,SHIPPED,East
O02637,C0450,2026-03-02 11:02:04,RETURNED,East
O02638,C0212,2025-11-04 01:01:15,RETURNED,East
O02639,C0583,2025-06-09 13:21:59,CANCELLED,South
O02640,C0674,2025-10-22 23:30:21,CANCELLED,South
O02641,C0877,2026-06-08 12:27:37,RETURNED,North
O02642,C0819,2025-12-05 18:34:14,PLACED,North
O02643,C0419,2025-06-23 13:39:55,DELIVERED,East
O02644,C0888,2024-08-13 00:00:00,DELIVERED,South
O02645,C0052,2025-12-26 23:12:12,PLACED,South
O02646,C0186,2025-12-08 09:10:29,RETURNED,East
O02647,C0860,2024-10-17 10:13:05,SHIPPED,East
O02648,C0738,2024-11-27 05:55:54,RETURNED,North
O02649,C0899,2024-08-10 15:15:48,CANCELLED,South
O02650,C0488,2024-08-04 20:23:59,CANCELLED,North
O02651,C0594,2024-10-01 14:31:41,CANCELLED,West
O02652,C0388,2025-06-20 14:00:57,SHIPPED,South
O02653,C0123,2024-11-03 09:29:10,DELIVERED,West
O02654,C0597,2025-07-06 11:28:45,RETURNED,North
O02655,UNKNOWN,2025-10-23 16:17:49,CANCELLED,West
O02656,C0656,2025-07-19 20:46:28,CANCELLED,South
O02657,C0200,2026-04-02 23:25:02,CANCELLED,East
O02658,C0299,2026-03-06 03:19:50,PLACED,North
O02659,C0847,2024-11-22 11:36:19,PLACED,East
O02660,C0405,2025-06-27 20:17:54,DELIVERED,North
O02661,C0332,2025-10-27 03:28:36,SHIPPED,North
O02662,C0606,2026-05-22 20:35:02,SHIPPED,South
O02663,C0731,2024-11-19 21:15:21,PLACED,South
O02664,C0429,2026-05-06 06:09:47,SHIPPED,South
O02665,C0172,2025-02-21 20:28:36,RETURNED,West
O02666,C0132,2025-08-01 04:22:36,SHIPPED,West
O02667,C0062,2024-09-11 00:00:00,CANCELLED,West
O02668,C0884,2025-06-30 06:51:19,CANCELLED,South
O02669,C0515,2026-04-22 02:32:19,RETURNED,West
O02670,C0025,2025-09-21 11:44:55,DELIVERED,East
O02671,C0627,2024-07-26 13:03:57,DELIVERED,East
O02672,C0747,2024-08-26 21:16:15,PLACED,North
O02673,C0286,2024-07-27 05:17:59,RETURNED,East
O02674,C0493,2025-03-15 08:28:03,DELIVERED,South
O02675,C0812,2026-01-27 17:37:25,PLACED,East
O02676,C0197,2025-05-11 01:09:15,RETURNED,South
O02677,C0106,2025-10-15 16:02:05,SHIPPED,East
O02678,C0043,2026-04-28 07:29:50,PLACED,East
O02679,C0761,2025-02-04 00:00:00,DELIVERED,South
O02680,C0431,2026-07-07 18:14:22,CANCELLED,South
O02681,C0252,2024-11-09 11:24:48,SHIPPED,East
O02682,C0692,2024-08-12 14:05:07,SHIPPED,North
O02683,C0807,2025-12-29 21:06:53,DELIVERED,North
O02684,C0943,2026-05-10 02:48:17,CANCELLED,East
O02685,C0609,2025-11-28 21:53:56,RETURNED,South
O02686,C0435,2025-09-30 00:14:12,CANCELLED,South
O02687,C0908,2025-08-21 21:48:33,RETURNED,South
O02688,C0252,2025-06-19 17:50:51,CANCELLED,North
O02689,UNKNOWN,2025-10-24 01:09:06,PLACED,West
O02690,UNKNOWN,2025-04-24 09:57:27,CANCELLED,West
O02691,C0129,2025-10-08 20:03:32,CANCELLED,East
O02692,C0976,2025-10-12 22:52:11,CANCELLED,East
O02693,C0792,2024-12-17 19:24:19,PLACED,East
O02694,C0382,2025-12-13 20:52:40,DELIVERED,North
O02695,C0100,2024-10-05 08:38:37,SHIPPED,North
O02696,C0479,2026-02-02 10:25:54,SHIPPED,South
O02697,C0883,2024-12-01 15:55:42,CANCELLED,North
O02698,C0593,2025-07-16 23:08:12,PLACED,East
O02699,C0394,2026-01-07 16:36:11,DELIVERED,North
O02700,C0793,2025-05-17 02:55:04,RETURNED,East
O02701,C0147,2026-06-27 15:47:57,DELIVERED,West
O02702,C0423,2025-06-23 01:26:18,CANCELLED,South
O02703,C0969,2025-11-05 10:29:30,SHIPPED,East
O02704,C0489,2025-10-30 10:10:11,PLACED,North
O02705,C0771,2024-08-05 03:14:02,SHIPPED,South
O02706,C0652,2025-09-07 12:00:43,SHIPPED,East
O02707,C0841,2024-07-14 12:31:26,DELIVERED,East
O02708,C0395,2025-04-10 13:36:52,RETURNED,West
O02709,C0732,2025-07-22 04:29:54,DELIVERED,West
O02710,C0891,2025-01-23 07:09:48,RETURNED,South
O02711,C0863,2024-08-16 23:36:17,SHIPPED,East
O02712,C0738,2025-08-22 10:41:00,CANCELLED,South
O02713,C0223,2025-09-22 03:55:29,DELIVERED,West
O02714,C0526,2024-09-30 07:31:20,RETURNED,South
O02715,C0595,2024-12-29 07:03:51,RETURNED,North
O02716,C0893,2026-01-11 21:35:40,RETURNED,North
O02717,C0107,2026-06-24 07:44:10,RETURNED,East
O02718,C0853,2025-09-11 02:11:03,RETURNED,West
O02719,C0415,2026-03-05 15:36:14,SHIPPED,West
O02720,C0363,2026-06-01 08:03:14,CANCELLED,East
O02721,C0649,2025-03-31 21:19:32,PLACED,East
O02722,C0259,2025-03-11 03:24:50,SHIPPED,South
O02723,C0595,2025-05-14 16:53:47,RETURNED,South
O02724,C0484,2025-01-15 02:34:11,RETURNED,West
O02725,C0249,2026-03-22 08:52:47,RETURNED,North
O02726,C0327,2025-02-22 20:42:17,RETURNED,South
O02727,C0827,2025-09-06 17:57:03,SHIPPED,East
O02728,C0083,2025-05-17 00:00:00,CANCELLED,North
O02729,C0893,2026-02-09 18:44:57,DELIVERED,North
O02730,C0695,2026-06-19 09:07:22,DELIVERED,West
O02731,C0001,2026-01-15 00:00:00,RETURNED,West
O02732,C0430,2025-06-25 23:32:45,CANCELLED,South
O02733,C0283,2024-11-10 06:54:35,RETURNED,North
O02734,C0193,2025-07-29 13:04:24,DELIVERED,East
O02735,C0986,2025-09-28 11:32:53,DELIVERED,South
O02736,C0615,2025-11-11 13:50:41,PLACED,North
O02737,C0898,2024-10-01 12:39:47,DELIVERED,South
O02738,C0949,2026-02-11 11:03:06,PLACED,West
O02739,C0759,2025-10-25 12:41:01,PLACED,East
O02740,C0216,2025-12-10 03:57:44,CANCELLED,East
O02741,C0534,2026-03-01 19:41:11,CANCELLED,East
O02742,C0890,2026-06-04 04:22:35,SHIPPED,East
O02743,C0015,2025-06-04 00:00:00,DELIVERED,East
O02744,C0131,2025-09-17 00:00:00,PLACED,North
O02745,C0306,2026-02-24 22:00:46,DELIVERED,South
O02746,C0270,2026-03-27 13:51:55,CANCELLED,South
O02747,C0208,2024-10-15 10:39:26,CANCELLED,South
O02748,C0451,2025-01-22 06:40:02,RETURNED,East
O02749,C0031,2026-03-09 22:11:04,RETURNED,West
O02750,C0395,2025-02-19 08:30:34,CANCELLED,West
O02751,C0067,2026-04-09 14:04:12,CANCELLED,North
O02752,C0320,2026-06-26 07:16:05,CANCELLED,West
O02753,C0061,2025-05-22 00:01:11,PLACED,North
O02754,UNKNOWN,2025-04-18 06:27:58,SHIPPED,East
O02755,C0498,2024-11-14 05:56:11,SHIPPED,West
O02756,C0976,2026-03-09 07:37:44,CANCELLED,North
O02757,C0316,2024-10-19 06:52:39,CANCELLED,North
O02758,C0451,2024-08-04 02:42:28,PLACED,East
O02759,C0925,2026-04-23 12:16:53,PLACED,West
O02760,C0171,2025-05-30 12:49:33,DELIVERED,East
O02761,C0150,2025-10-12 11:43:31,RETURNED,South
O02762,UNKNOWN,2025-02-15 14:24:51,PLACED,North
O02763,C0485,2024-08-04 22:40:37,SHIPPED,South
O02764,C0708,2024-09-19 07:14:01,CANCELLED,North
O02765,C0704,2025-10-20 01:25:16,SHIPPED,West
O02766,C0354,2024-08-22 00:31:47,RETURNED,West
O02767,C0140,2025-02-28 18:29:28,SHIPPED,South
O02768,C0074,2025-08-07 13:59:41,PLACED,South
O02769,C0373,2024-12-06 13:07:45,CANCELLED,North
O02770,C0077,2024-09-16 12:59:08,SHIPPED,North
O02771,UNKNOWN,2024-07-11 21:53:57,DELIVERED,South
O02772,C0416,2024-10-10 10:57:23,SHIPPED,North
O02773,C0281,2024-07-17 04:15:38,RETURNED,North
O02774,C0905,2026-02-11 17:22:41,CANCELLED,North
O02775,C0103,2024-07-22 06:27:16,DELIVERED,South
O02776,C0358,2025-07-19 18:00:55,DELIVERED,West
O02777,C0474,2024-10-14 14:19:56,CANCELLED,North
O02778,C0139,2025-11-16 00:22:24,SHIPPED,East
O02779,C0623,2024-09-12 01:25:06,CANCELLED,South
O02780,C0489,2026-05-08 09:48:25,CANCELLED,South
O02781,C0046,2025-10-28 07:33:51,RETURNED,West
O02782,C0956,2025-08-07 21:53:40,CANCELLED,East
O02783,C0159,2025-07-13 20:19:23,CANCELLED,North
O02784,C0498,2025-02-15 13:53:01,RETURNED,South
O02785,C0632,2025-08-29 22:24:17,DELIVERED,North
O02786,C0308,2025-10-03 09:55:43,CANCELLED,East
O02787,C0327,2026-04-01 16:44:19,RETURNED,East
O02788,C0557,2025-05-02 08:05:49,DELIVERED,East
O02789,C0973,2025-03-08 02:19:50,CANCELLED,South
O02790,C0570,2026-03-11 12:29:15,CANCELLED,North
O02791,C0423,2025-12-07 22:11:39,DELIVERED,West
O02792,C0333,2025-05-04 16:42:13,SHIPPED,East
O02793,C0747,2026-06-01 06:44:00,SHIPPED,East
O02794,UNKNOWN,2024-11-06 07:08:58,DELIVERED,East
O02795,C0898,2025-11-20 23:31:44,SHIPPED,East
O02796,C0268,2025-04-20 06:42:43,CANCELLED,South
O02797,C0870,2025-02-27 03:12:28,PLACED,North
O02798,C0249,2025-10-09 01:01:55,SHIPPED,West
O02799,C0506,2026-02-14 17:09:42,RETURNED,South
O02800,C0845,2025-08-17 10:37:24,SHIPPED,North
O02801,C0419,2025-01-15 02:14:06,RETURNED,South
O02802,C0797,2025-04-07 23:13:20,CANCELLED,North
O02803,C0401,2026-04-21 19:00:50,CANCELLED,North
O02804,C0222,2026-04-23 03:01:13,CANCELLED,North
O02805,C0094,2025-07-19 19:01:34,RETURNED,South
O02806,C0635,2024-08-11 08:32:00,PLACED,South
O02807,C0218,2026-04-19 05:31:24,CANCELLED,East
O02808,C0235,2024-09-03 13:43:21,PLACED,East
O02809,C0752,2025-12-12 11:28:45,CANCELLED,North
O02810,C0962,2026-05-29 21:50:54,PLACED,North
O02811,UNKNOWN,2025-03-09 08:22:27,CANCELLED,North
O02812,C0647,2025-01-25 02:45:38,SHIPPED,West
O02813,C0065,2024-10-26 18:00:24,PLACED,North
O02814,C0637,2025-05-29 04:33:26,RETURNED,South
O02815,C0486,2025-06-08 14:56:53,SHIPPED,West
O02816,C0075,2024-12-03 09:19:47,CANCELLED,North
O02817,C0515,2025-02-02 04:53:44,SHIPPED,South
O02818,C0865,2024-11-05 14:08:11,PLACED,West
O02819,C0207,2025-06-19 08:45:40,DELIVERED,South
O02820,C0918,2024-10-31 13:09:53,SHIPPED,North
O02821,C0879,2025-05-24 13:08:05,SHIPPED,North
O02822,C0100,2026-06-12 06:40:53,SHIPPED,East
O02823,C0468,2026-03-19 00:56:11,CANCELLED,East
O02824,C0590,2025-08-29 04:39:52,PLACED,North
O02825,C0214,2024-09-22 15:41:52,CANCELLED,West
O02826,C0497,2025-12-14 02:42:37,SHIPPED,East
O02827,C0600,2024-11-26 21:24:28,DELIVERED,South
O02828,C0707,2024-11-08 23:48:55,DELIVERED,East
O02829,C0010,2024-10-20 04:49:51,PLACED,South
O02830,C0284,2025-05-10 19:15:22,DELIVERED,South
O02831,C0729,2025-02-20 00:00:00,PLACED,West
O02832,C0927,2026-04-02 03:24:08,CANCELLED,South
O02833,C0966,2024-10-08 18:42:38,CANCELLED,South
O02834,C0569,2025-10-23 23:14:02,PLACED,North
O02835,C0740,2024-09-01 13:47:49,SHIPPED,North
O02836,UNKNOWN,2025-06-07 19:03:02,RETURNED,West
